EventId,EventTemplate,Occurrences
fdda0101,"""Error updating resources for node localhost.localdomain.: Exception Traceback (most recent call last): File """" usr lib python2.7 site-packages nova compute manager.py"""", line 6752, in update_available_resource_for_node rt.update_available_resource(context, nodename) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 384, in update_available_resource self._update_available_resource(context, resources) File """" usr lib python2.7 site-packages oslo_concurrency lockutils.py"""", line 271, in inner return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 401, in _update_available_resource self._update_usage_from_instances(context, instances, nodename) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line <*> in _update_usage_from_instances raise Exception Exception None""",15
353b4929,"""Error updating resources for node localhost.localdomain.: Exception Traceback (most recent call last): File """" usr lib python2.7 site-packages nova compute manager.py"""", line 6752, in update_available_resource_for_node rt.update_available_resource(context, nodename) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 384, in update_available_resource self._update_available_resource(context, resources) File """" usr lib python2.7 site-packages oslo_concurrency lockutils.py"""", line 271, in inner return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line <*> in _update_available_resource raise Exception Exception None""",19
5a36a457,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 206, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3149, in reboot_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3124, in reboot_instance bad_volumes_callback=bad_volumes_callback) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1396, in reboot return self._hard_reboot(context, instance, network_info, block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1429, in _hard_reboot xml = self._get_guest_xml(context, instance, network_info, disk_info, instance.image_meta, block_device_info=block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 2952, in _get_guest_xml conf = self._get_guest_config(instance, network_info, image_meta, disk_info, rescue, block_device_info, context) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 2842, in _get_guest_config storage_configs = self._get_guest_storage_config(instance, image_meta, disk_info, rescue, block_device_info, flavor, guest.os_type) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 2152, in _get_guest_storage_config self._connect_volume(info, instance) TypeError: _connect_volume() takes exactly 4 arguments (3 given) None""",1
bd87e601,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 206, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 2521, in terminate_instance do_terminate_instance(instance, bdms) File """" usr lib python2.7 site-packages oslo_concurrency lockutils.py"""", line 271, in inner return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 2519, in do_terminate_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 2509, in do_terminate_instance self._delete_instance(context, instance, bdms) File """" usr lib python2.7 site-packages nova hooks.py"""", line 154, in inner rv = f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 2482, in _delete_instance system_meta) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 753, in _complete_deletion self._update_resource_tracker(context, instance) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 563, in _update_resource_tracker rt.update_usage(context, instance, instance.node) File """" usr lib python2.7 site-packages oslo_concurrency lockutils.py"""", line 271, in inner return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 285, in update_usage raise Exception Exception None""",1
5827aa63,"""Error updating resources for node localhost.localdomain.: DiskNotFound: Nessun disco in var lib nova instances <*> disk Traceback (most recent call last): File """" usr lib python2.7 site-packages nova compute manager.py"""", line 6752, in update_available_resource_for_node rt.update_available_resource(context, nodename) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 378, in update_available_resource resources = self.driver.get_available_resource(nodename) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 5977, in get_available_resource disk_over_committed = self._get_disk_over_committed_size_total() File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 7475, in _get_disk_over_committed_size_total config, block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 7383, in _get_instance_disk_info_from_config dk_size = disk_api.get_allocated_disk_size(path) File """" usr lib python2.7 site-packages nova virt disk api.py"""", line 156, in get_allocated_disk_size return images.qemu_img_info(path).disk_size File """" usr lib python2.7 site-packages nova virt images.py"""", line 57, in qemu_img_info raise exception.DiskNotFound(location=path) DiskNotFound: Nessun disco in var lib nova instances <*> disk None""",2
b5794355,""", instance_uuids) File """" usr lib python2.7 site-packages nova conductor manager.py"""", line 361, in _schedule_instances raise Exception Exception None""",1
66cf9d79,Failed to compute_task_build_instances: : Exception,1
4d3bf8f6,Setting instance to ERROR state.: Exception,1
ea3a8254,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 206, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3149, in reboot_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3124, in reboot_instance bad_volumes_callback=bad_volumes_callback) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1400, in reboot return self._hard_reboot(context, instance, network_info, block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1429, in _hard_reboot self.destroy(context, instance, network_info, destroy_disks=False, block_device_info=block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 510, in destroy self.cleanup(context, instance, network_info, block_device_info, destroy_disks) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 584, in cleanup LOG.warning('Ignoring Volume Error on vol %(vol_id)s during delete %(exc)s', <*>'vol_id': vol.get('volume_id'), 'exc': exc}, instance=instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 577, in cleanup self._disconnect_volume(disk_dev, instance) TypeError: _disconnect_volume() takes exactly 4 arguments (3 given) None""",1
aadd25f4,""", encryption=encryption) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 743, in attach_volume self._check_discard_for_attach_volume(instance) TypeError: _check_discard_for_attach_volume() takes exactly 3 arguments (2 given) None""",1
9728ddcd,"""Error during ComputeManager._sync_power_states: TypeError: object of type 'NoneType' has no len() Traceback (most recent call last): File """" usr lib python2.7 site-packages oslo_service periodic_task.py"""", line 220, in run_periodic_tasks task(self, context) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 6499, in _sync_power_states num_vm_instances = self.driver.get_num_instances() File """" usr lib python2.7 site-packages nova virt driver.py"""", line 181, in get_num_instances return len(self.list_instances()) TypeError: object of type 'NoneType' has no len() None""",1
675f1d72,Attaching volume 12b29c0f-b169-4ea1-a08f-a66f8777a016 to None,1
b216dde5,AttributeError: 'NoneType' object has no attribute 'rpartition' None,2
525d19dd,"""Unexpected exception in API method: TypeError: 'NoneType' object is not iterable Traceback (most recent call last): File """" usr lib python2.7 site-packages nova api openstack extensions.py"""", line 336, in wrapped return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova api validation __init__.py"""", line 181, in wrapper return func(*args, **kwargs) File """" usr lib python2.7 site-packages nova api validation __init__.py"""", line 181, in wrapper return func(*args, **kwargs) File """" usr lib python2.7 site-packages nova api openstack compute servers.py"""", line 168, in detail servers = self._get_servers(req, is_detail=True) File """" usr lib python2.7 site-packages nova api openstack compute servers.py"""", line 322, in _get_servers instance_list.fill_faults() File """" usr lib python2.7 site-packages nova objects instance.py"""", line 1384, in fill_faults for fault in faults: TypeError: 'NoneType' object is not iterable None""",2
